# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-g" "ID" "--primary" "-T" "16" "-a" "../sacCer3/sacCer3_RENAMED.gff" "-o" "wrs3_s1_counts.txt" "BRR1_WRS1_dupl.bam" "BRR1_WRS2_dupl.bam" "BRR2_WRS1_dupl.bam" "BRR2_WRS2_dupl.bam" "BRR3_WRS1_dupl.bam" "BRR3_WRS2_dupl.bam" 
Geneid	Chr	Start	End	Strand	Length	BRR1_WRS1_dupl.bam	BRR1_WRS2_dupl.bam	BRR2_WRS1_dupl.bam	BRR2_WRS2_dupl.bam	BRR3_WRS1_dupl.bam	BRR3_WRS2_dupl.bam
YIL110W	9	156045	157178	+	1134	3652	1215	3112	1584	3445	1493
YIL109C	9	157385	160165	-	2781	2793	8645	3702	4970	11284	4215
YIL108W	9	160887	162977	+	2091	3293	3745	2541	3516	5402	2886
YIL107C	9	163278	165761	-	2484	5347	21320	5335	13610	10937	11394
YIL106W	9	166415	167444	+	1030	843	4688	2277	3184	2165	3537
YIL105C	9	167581	169641	-	2061	9696	17389	5518	11292	9073	8695
YIL105W-A	9	167664	167804	+	141	3	12	15	6	13	2
YIL104C	9	169982	171505	-	1524	4985	2054	6034	2874	5971	2532
YIL103W	9	171751	173028	+	1278	6187	1763	4921	2004	4527	1848
YIL102C-A	9	173365	173592	-	228	216	345	282	306	302	306
YIL102C	9	174582	174887	-	306	3	10	6	6	3	2
YIL101C	9	175307	177250	-	1944	175	1991	178	1373	2304	1028
YIL100C-A	9	177343	177681	-	339	66	759	49	329	79	243
YIL100W	9	177373	177726	+	354	70	159	49	94	110	104
YIL099W	9	178004	179653	+	1650	479	1531	325	1240	645	1018
YIL098C	9	179772	180239	-	468	4211	4668	2079	3628	2630	2601
YIL097W	9	180427	181977	+	1551	4020	5643	1477	3832	3371	3231
YIL096C	9	182117	183127	-	1011	6104	908	10447	3091	8279	2780
YIL095W	9	183937	186369	+	2433	922	3793	2020	2967	4295	2598
YIL094C	9	186517	187632	-	1116	98643	24870	55869	22233	62749	18013
YIL093C	9	187990	188784	-	795	5684	6353	3888	4330	4975	3403
YIL092W	9	189066	190967	+	1902	3554	2349	3689	2472	4913	2304
YIL091C	9	191030	193195	-	2166	6437	4376	16662	6971	18756	5763
YIL090W	9	193595	195070	+	1476	1227	1665	1952	1288	3648	1163
YIL089W	9	195599	196216	+	618	383	655	457	691	501	650
YIL088C	9	197931	199403	-	1473	6582	8051	5570	5372	6928	3697
YIL087C	9	199646	200119	-	474	2369	8893	2445	7916	4146	6695
YIL086C	9	200153	200461	-	309	94	377	174	261	203	238
YIL085C	9	200490	202043	-	1554	3757	4570	3995	3274	5658	2693
YIL084C	9	202276	203259	-	984	2557	4275	3036	3197	4530	2645
YIL083C	9	203556	204653	-	1098	1551	2639	1861	1760	5946	1728
YIL082W	9	205635	206507	+	873	27	42	35	54	120	31
YIL079C	9	210923	212005	-	1083	1958	1492	8459	3805	7485	3214
YIL078W	9	212499	214703	+	2205	50621	22851	27956	18886	37582	16434
YIL077C	9	214991	215953	-	963	2177	4090	1155	2768	2687	2767
YIL076W	9	216658	217548	+	891	5979	7860	4622	6195	6723	5254
YIL075C	9	217863	220700	-	2838	28814	42939	23611	25774	29044	18274
YIL074C	9	221081	222490	-	1410	30685	8761	31754	9736	27892	5116
YIL073C	9	222937	225954	-	3018	1270	1413	1146	1277	1781	1021
YIL072W	9	226602	228419	+	1818	53	281	81	158	262	228
YIL071W-A	9	228550	229026	+	477	13	59	17	38	39	24
YIL071C	9	228660	229994	-	1335	3110	4655	2619	3866	4837	3336
YIL070C	9	230272	231072	-	801	5014	11088	5552	10290	7645	6762
YIL069C	9	231553	232369	-	817	23667	13382	25130	17258	27051	17588
YIL068W-A	9	233013	233396	+	384	30	32	24	33	16	24
YIL068C	9	233057	235474	-	2418	8136	10405	6295	6594	9350	5390
YIL067C	9	235724	237760	-	2037	4066	3227	4713	3115	5137	2890
YIL066W-A	9	237366	237809	+	444	7	11	5	11	18	6
YIL066C	9	238099	240708	-	2610	50	304	152	221	674	289
YIL065C	9	241308	241775	-	468	6358	7475	3546	6924	6115	5516
YIL064W	9	241943	242716	+	774	5485	1928	5046	2187	6703	2309
YIL063C	9	242761	243744	-	984	10729	10244	6905	8318	11045	6323
YIL062C	9	243998	244462	-	465	4622	8378	2715	6605	4838	5561
YIL061C	9	244657	245559	-	903	877	1786	2150	1625	2408	1201
YIL060W	9	246392	246826	+	435	43	42	51	71	68	46
YIL059C	9	246550	246915	-	366	1146	2279	1038	1903	1800	1689
YIL058W	9	246914	247198	+	285	41	49	40	47	60	38
YIL057C	9	247902	248396	-	495	18311	218519	11534	65304	68875	66093
YIL056W	9	249991	251913	+	1923	941	1707	2432	1343	3576	1275
YIL055C	9	252042	253925	-	1884	326	2519	524	1760	2699	1794
YIL054W	9	254543	254860	+	318	3	26	4	39	29	28
YIL053W	9	255115	255867	+	753	5129	5823	34489	10805	23700	13076
YIL052C	9	256226	257063	-	838	50273	35458	41197	33964	52185	34654
YIL051C	9	257843	258280	-	438	875	6387	2077	5943	5306	6293
YIL050W	9	258913	259770	+	858	3433	7279	4185	5081	7535	4345
YIL049W	9	260158	260919	+	762	895	1273	1584	1655	1486	1300
YIL048W	9	261437	264892	+	3456	2795	6101	3862	4209	6327	3568
YIL047C-A	9	265099	265467	-	369	622	294	582	155	474	127
YIL047C	9	265115	267823	-	2709	18592	9265	19762	8360	20878	7810
YIL046W-A	9	268309	268473	+	165	2070	806	1575	709	1099	696
YIL046W	9	268651	270573	+	1923	22176	12024	19921	8741	21455	7675
YIL045W	9	271161	272777	+	1617	983	3603	453	3208	2474	2722
YIL044C	9	272950	273846	-	897	1442	4131	3931	3127	4374	2693
YIL043C	9	274072	274926	-	855	10628	11634	9446	9397	12506	8595
YIL042C	9	275108	276292	-	1185	2984	10948	4480	7172	6337	6059
YIL041W	9	276525	277505	+	981	6058	25189	15917	20837	21569	17570
YIL040W	9	277723	278139	+	417	3951	3361	3379	2835	3456	2324
YIL039W	9	278426	279847	+	1422	5088	4848	4253	2831	4437	2245
YIL038C	9	280142	282652	-	2511	13874	11307	11709	9211	14756	7771
YIL037C	9	283029	284999	-	1971	551	618	652	851	717	499
YIL036W	9	285666	287429	+	1764	2363	7985	2180	5102	8394	5019
YIL035C	9	287790	288908	-	1119	15038	10324	11117	8437	12448	7056
YIL034C	9	289226	290089	-	864	1187	12800	3762	10618	6430	9329
YIL033C	9	290419	291669	-	1251	7178	27224	6860	18545	9633	13093
YIL032C	9	291961	292317	-	357	4	15	9	9	11	18
YIL031W	9	292633	295737	+	3105	1226	3947	1846	2578	4532	2631
YIL030W-A	9	295565	295903	+	339	70	140	86	97	134	83
YIL030C	9	296050	300009	-	3960	5388	7162	7723	5236	11707	4377
YIL029W-A	9	299735	300106	+	372	0	6	0	1	7	2
YIL029C	9	300829	301257	-	429	286	474	179	385	308	342
YIL028W	9	302100	302498	+	399	92	154	96	113	151	136
YIL027C	9	303679	304104	-	426	5332	4712	3496	3482	4204	3033
YIL026C	9	304477	307929	-	3453	4114	8843	4551	7261	13932	5277
YIL025C	9	308201	308575	-	375	60	68	56	59	90	57
YIL024C	9	308602	309171	-	570	2241	3849	2396	3588	3909	2810
YIL023C	9	309386	310426	-	1041	3847	3911	2961	3018	3659	2714
YIL022W	9	311165	312460	+	1296	5491	19004	13979	14356	15209	9637
YIL021W	9	312905	313861	+	957	10109	11233	9499	8095	12003	7008
YIL021C-A	9	313199	313468	-	270	14	10	10	10	26	17
YIL020C-A	9	313713	314051	-	339	90	39	67	42	99	34
YIL020C	9	314035	314820	-	786	3032	1082	2963	1152	3016	1235
YIL019W	9	315093	316133	+	1041	4185	1171	7107	1984	6533	1931
YIL018W	9	316768	317932	+	1165	63433	37600	53336	41266	66346	39138
YIL017C	9	318200	320965	-	2766	2590	5717	1482	5009	7081	4379
YIL016W	9	321454	321933	+	480	7940	6036	6535	5250	7828	4209
YIL015W	9	322342	324105	+	1764	291	370	380	293	406	166
YIL014C-A	9	325212	325526	-	315	2059	2181	2177	2530	3069	2585
YIL014W	9	326103	327995	+	1893	10510	8607	8249	6108	8916	4795
YIL013C	9	328207	332442	-	4236	224	394	279	245	1043	272
YIL012W	9	333011	333352	+	342	27	46	41	35	44	35
YIL011W	9	333727	334536	+	810	6	24	20	24	51	11
YIL010W	9	334882	335529	+	648	862	4132	2932	4387	4266	3537
YIL009C-A	9	335666	336212	-	547	1053	890	749	916	1044	811
YIL009W	9	339344	341428	+	2085	3601	5922	4243	4257	11737	3845
YIL008W	9	342536	342835	+	300	8217	3292	6409	3103	7061	2725
YIL007C	9	342994	343656	-	663	3396	3224	1706	2274	2834	1958
YIL006W	9	344062	345183	+	1122	284	1580	554	1367	1296	1314
YIL005W	9	345692	347797	+	2106	1224	3352	1998	1805	4629	1494
YIL004C	9	347946	348505	-	560	4610	4586	3625	4289	4988	3881
YIL003W	9	349122	350003	+	882	2883	1500	2558	1501	2713	1268
YIL002W-A	9	350301	350510	+	210	11937	10824	9706	9165	12085	9044
YIL002C	9	350591	353431	-	2841	3188	9335	6165	7823	11751	6505
YIL001W	9	353940	355481	+	1542	3262	2315	2095	2182	3254	2016
YIR001C	9	356143	356895	-	753	2706	6003	4040	4774	6222	3911
YIR002C	9	357415	360396	-	2982	4992	5120	4559	4491	8296	3954
YIR003W	9	360885	362924	+	2040	2314	12730	5096	8001	9490	6233
YIR004W	9	363221	364519	+	1299	13706	12109	9164	8952	10845	6778
YIR005W	9	364889	365335	+	447	2441	2031	1601	1574	1696	1399
YIR006C	9	365466	369908	-	4443	1498	14333	4049	7770	15321	6330
YIR007W	9	370704	372998	+	2295	300	1113	475	790	2143	722
YIR008C	9	373077	374306	-	1230	1810	3271	2241	2538	3195	2439
YIR009W	9	374525	374860	+	336	401	1182	861	1112	1698	1036
YIR010W	9	375431	377161	+	1731	2488	7978	4465	5204	7038	4770
YIR011C	9	377287	378246	-	960	10926	8357	11240	8620	10140	6925
YIR012W	9	378486	379781	+	1296	23801	5791	22035	8519	19241	7594
YIR013C	9	380019	380384	-	366	23	25	10	6	13	7
YIR014W	9	381086	381814	+	729	1101	4557	872	2895	2461	2353
YIR015W	9	381948	382382	+	435	1793	3612	1483	2728	2658	1923
YIR016W	9	382628	383425	+	798	8798	23351	3169	14892	12008	16592
YIR017C	9	383556	384119	-	564	18693	9894	22546	7946	19459	4704
YIR017W-A	9	383566	384165	+	600	355	418	288	300	197	331
YIR018W	9	384609	385346	+	738	5603	4141	8212	3888	8207	2854
YIR018C-A	9	385564	385701	-	138	49	118	31	70	148	63
YIR019C	9	389572	393675	-	4104	53	404	108	221	455	141
YIR020C	9	394255	394557	-	303	132	263	76	208	309	149
YIR020W-A	9	394917	395159	+	243	6	19	3	12	22	5
YIR020C-B	9	397215	397949	-	735	3	19	9	10	22	10
YIR021W	9	397294	398385	+	1092	1372	1570	1186	1563	1549	1294
YIR021W-A	9	398514	398726	+	213	12	15	11	12	21	11
YIR022W	9	398733	399236	+	504	6009	9036	5419	6114	9060	5754
YIR023W	9	399777	402689	+	2913	2487	8527	6104	6078	9603	4642
YIR023C-A	9	402383	402706	-	324	154	179	140	164	140	130
YIR024C	9	402841	403491	-	651	3689	3672	2619	2738	3016	2043
YIR025W	9	403659	404765	+	1107	1412	1889	1348	1318	2679	1107
YIR026C	9	404873	405967	-	1095	8556	1733	10295	3038	9608	2500
YIR027C	9	406260	407642	-	1383	586	210	579	303	503	217
YIR028W	9	408468	410375	+	1908	393	469	451	387	477	344
YIR029W	9	410807	411838	+	1032	3728	3838	5896	3164	7202	2550
YIR030C	9	412036	412770	-	735	986	462	811	410	1067	354
YIR030W-A	9	412899	413282	+	384	53	84	42	66	47	78
YIR031C	9	413015	414679	-	1665	8902	3863	7978	4475	8813	4027
YIR032C	9	415030	415617	-	588	10577	2988	6097	3185	10054	2680
YIR033W	9	416124	419465	+	3342	11493	31005	17084	20543	33096	15555
YIR034C	9	419615	420736	-	1122	9666	4273	11923	3501	11011	3477
YIR035C	9	421026	421790	-	765	3375	3744	2931	3456	5080	3053
YIR036C	9	422074	422865	-	792	3550	12855	5090	10352	9532	9977
YIR036W-A	9	422635	423036	+	402	16	48	27	37	29	31
YIR037W	9	423128	423619	+	492	6284	20856	8606	16465	15526	17480
YIR038C	9	423809	424513	-	705	5899	24572	9517	21013	16760	19626
YIR039C	9	430498	432111	-	1614	339	1579	394	1703	889	1098
YIR040C	9	433389	433721	-	333	0	6	2	0	2	0
YIR041W	9	433929	434303	+	375	6	20	4	26	6	28
YIR042C	9	435273	435983	-	711	1979	2250	1567	1660	1799	1540
YJL225C	10	466	6130	-	5665	554	1892	882	1820	1668	1376
YJL225W-A	10	829	1311	+	483	0	0	0	0	0	0
YJL223C	10	8776	9138	-	363	0	0	0	0	0	0
YJL222W-B	10	9346	9483	+	138	0	0	0	0	0	0
YJL222W-A	10	9452	9679	+	228	0	0	0	0	0	0
YJL222W	10	11475	16124	+	4650	176	124	110	99	152	68
YJL221C	10	16767	18536	-	1770	1	5	0	2	0	3
YJL220W	10	18243	18695	+	453	0	0	0	0	0	0
YJL219W	10	19497	21200	+	1704	24	42	24	38	43	39
YJL218W	10	21973	22563	+	591	118	240	109	242	293	187
YJL217W	10	23133	23729	+	597	1244	3172	1499	2613	4404	3054
YJL216C	10	24341	26086	-	1746	361	1211	565	745	1163	766
YJL215C	10	26412	26771	-	360	55	92	53	88	135	62
YJL214W	10	26887	28596	+	1710	326	280	391	272	500	328
YJL213W	10	32163	33158	+	996	292	404	204	359	437	302
YJL212C	10	33850	36249	-	2400	1594	414	4116	339	2517	319
YJL211C	10	36757	37200	-	444	7	75	36	67	38	63
YJL210W	10	36919	37734	+	816	4662	10822	7359	9204	9832	7631
YJL209W	10	38005	39969	+	1965	1975	2894	5142	4111	8275	4105
YJL208C	10	40194	41183	-	990	4825	2948	9042	4919	8466	4501
YJL207C	10	41389	47433	-	6045	11075	10423	8903	7949	14724	6534
YJL206C	10	47659	49935	-	2277	1073	3314	2134	2751	3540	2272
YJL205C	10	50139	50443	-	305	2996	5702	2648	7390	4508	6391
YJL204C	10	50629	53151	-	2523	1052	2533	1720	1849	3625	1610
YJL203W	10	53341	54183	+	843	1020	1349	1125	1103	2789	760
YJL202C	10	53943	54290	-	348	4	16	11	14	12	9
YJL201W	10	54379	56178	+	1800	1470	3954	2763	3504	4192	2840
YJL200C	10	56444	58813	-	2370	61300	19760	62476	16429	59474	15604
YJL199C	10	59856	60182	-	327	721	1402	405	1177	980	1142
YJL198W	10	60844	63489	+	2646	7247	5035	8312	5479	10640	5165
YJL197W	10	63805	67569	+	3765	7118	12911	10464	9947	16422	8307
YJL197C-A	10	65805	66086	-	282	0	0	2	2	2	0
YJL196C	10	67850	68782	-	933	3030	6639	3075	4197	4244	3410
YJL195C	10	69241	69942	-	702	2	24	10	16	17	13
YJL194W	10	69338	70879	+	1542	972	2133	2591	3410	5355	3059
YJL193W	10	71366	72574	+	1209	1094	834	1732	1058	1540	938
YJL192C	10	72710	73414	-	705	6576	7211	5807	6453	8105	4812
YJL191W	10	73787	74611	+	825	15446	15764	24119	16926	28533	18866
YJL190C	10	74910	75302	-	393	62414	29733	54791	34572	61152	35305
YJL189W	10	75933	76474	+	542	36021	21009	29845	21786	32884	22323
YJL188C	10	76202	76510	-	309	15	14	27	20	16	16
YJL187C	10	76803	79262	-	2460	8702	8496	5788	8169	12012	4840
YJL186W	10	80155	81915	+	1761	18104	19374	16679	11520	17589	9197
YJL185C	10	82095	82976	-	882	416	2506	770	2014	1866	1955
YJL184W	10	83448	83819	+	372	5004	4948	4631	4735	6691	4029
YJL183W	10	84068	85336	+	1269	6208	5711	5143	4376	5996	3873
YJL182C	10	85435	85752	-	318	1	3	9	0	6	4
YJL181W	10	85660	87495	+	1836	2927	2764	1460	3418	4779	2464
YJL180C	10	87583	88560	-	978	3662	4882	3137	4529	4617	3798
YJL179W	10	88787	89116	+	330	5487	4785	5106	4272	5752	4071
YJL178C	10	89282	90097	-	816	6247	5656	5712	4626	7034	3660
YJL177W	10	90786	91657	+	872	31310	24425	35317	24501	43890	24375
YJL176C	10	92053	94530	-	2478	3423	10615	8179	8208	14667	7143
YJL175W	10	94049	94561	+	513	9	40	27	38	22	48
YJL174W	10	95092	95922	+	831	10694	12976	13382	11161	11431	8001
YJL173C	10	96161	96529	-	369	2278	4019	2115	4649	4515	4115
YJL172W	10	97737	99467	+	1731	1838	11428	4343	5227	6246	4364
YJL171C	10	99704	100894	-	1191	4158	2643	3304	2551	2134	1636
YJL170C	10	101150	101779	-	630	196	295	226	349	340	208
YJL169W	10	102099	102467	+	369	23	10	36	17	13	5
YJL168C	10	102227	104428	-	2202	12226	10790	14374	9107	13670	7805
YJL167W	10	105014	106072	+	1059	12637	32805	17809	23069	31086	18204
YJL166W	10	106434	106718	+	285	34541	35620	19707	28634	23855	26057
YJL165C	10	106894	109461	-	2568	4605	7917	4042	5243	8372	4538
YJL164C	10	109966	111159	-	1194	6012	21011	2136	17698	7254	13041
YJL163C	10	111666	113333	-	1668	1887	8651	969	5954	3028	4477
YJL162C	10	113878	115629	-	1752	2784	1502	2645	1497	3175	1190
YJL161W	10	117245	117787	+	543	924	4665	760	5466	1326	3936
YJL160C	10	117962	118825	-	864	270	621	303	332	564	312
YJL159W	10	120449	121690	+	1242	5414	13278	7707	10156	29233	8953
YJL158C	10	122265	122948	-	684	1677	4132	1910	3257	4470	3120
YJL157C	10	123836	126328	-	2493	605	697	537	572	1168	459
YJL156W-A	10	126604	126825	+	222	2	8	3	1	4	8
YJL156C	10	126853	128952	-	2100	10172	7094	7239	5932	9682	5142
YJL155C	10	129285	130643	-	1359	8451	11521	3685	8065	6514	5865
YJL154C	10	131101	133935	-	2835	4314	6850	4265	5885	11696	4916
YJL153C	10	134332	135933	-	1602	37669	35064	44203	19776	50379	27459
YJL152W	10	136174	136533	+	360	129	201	100	115	93	178
YJL151C	10	136372	136773	-	402	12145	23305	10514	17117	13689	15856
YJL150W	10	137123	137425	+	303	67	59	69	54	49	47
YJL149W	10	137379	139370	+	1992	605	1961	1276	1643	2823	1507
YJL148W	10	140437	141138	+	702	13549	3751	14625	5761	14403	5531
YJL147C	10	141419	142567	-	1149	1555	1854	1278	1287	1978	1187
YJL146W	10	143292	144701	+	1410	4714	5120	3933	3347	5083	3110
YJL145W	10	145160	146044	+	885	6320	3326	5596	3559	6904	2510
YJL144W	10	146359	146673	+	315	1308	6674	1328	8353	2690	6748
YJL143W	10	147101	147577	+	477	4153	5502	4258	5645	5946	4848
YJL142C	10	147819	148211	-	393	275	1407	278	1110	648	954
YJL141C	10	147967	150390	-	2424	2247	16411	2742	8937	5972	8041
YJL140W	10	150961	151626	+	666	19914	21398	14477	15842	19921	12527
YJL139C	10	151713	152999	-	1287	5513	3790	3978	3063	4758	2370
YJL138C	10	153504	154691	-	1188	19148	17295	23394	14195	24078	12128
YJL137C	10	154985	156127	-	1143	1618	5638	2242	4157	2964	3552
YJL136W-A	10	156169	156252	+	84	2	1	1	3	0	0
YJL136C	10	156550	157273	-	724	35888	22663	33090	26104	39528	25703
YJL135W	10	157877	158194	+	318	63	52	85	53	81	81
YJL134W	10	158188	159417	+	1230	1741	2721	2097	1946	2164	1582
YJL133C-A	10	159623	159847	-	225	5587	17688	10493	10925	18180	12584
YJL133W	10	160619	161563	+	945	2107	1836	4092	3008	4342	2537
YJL132W	10	161914	164166	+	2253	1023	2502	674	1925	1534	1617
YJL131C	10	164278	165348	-	1071	2976	4667	1597	3334	2970	2588
YJL130C	10	165723	172752	-	7030	62327	68540	88147	52830	115081	44403
YJL129C	10	173599	177306	-	3708	5877	6884	6596	4480	14848	3686
YJL128C	10	178097	180103	-	2007	3452	7560	5672	6666	9142	5184
YJL127W-A	10	180194	180310	+	117	3	10	9	8	4	6
YJL127C-B	10	181551	181709	-	159	3032	3096	2062	2802	3422	2695
YJL127C	10	182298	184220	-	1923	1000	1419	1241	1012	6298	1009
YJL126W	10	184501	185424	+	924	1308	1402	1220	1242	1651	982
YJL125C	10	185528	186679	-	1152	6463	3236	7435	3078	6540	2885
YJL124C	10	187126	187644	-	519	5682	6698	4760	5212	6954	4548
YJL123C	10	188004	189440	-	1437	26989	25826	16863	18243	27448	13739
YJL122W	10	189716	190243	+	528	2058	1601	4814	2792	5459	2947
YJL121C	10	190374	191090	-	717	1899	6922	5602	7792	7459	6619
YJL120W	10	191022	191345	+	324	7	19	27	25	32	10
YJL119C	10	191572	191895	-	324	54	110	94	76	119	93
YJL118W	10	191639	192298	+	660	342	1491	730	1441	1160	1191
YJL117W	10	192531	193466	+	936	3923	4827	4013	3377	5603	2809
YJL116C	10	193860	194873	-	1014	16171	8273	24098	10052	19964	11845
YJL115W	10	196287	197126	+	840	11384	10894	10968	11996	17953	7722
YJL112W	10	205305	207449	+	2145	10599	15591	7335	11335	11287	8684
YJL111W	10	207877	209529	+	1653	8480	13680	15185	11385	18660	9488
YJL110C	10	209922	211577	-	1656	3526	2393	3763	2667	10098	2450
YJL109C	10	212000	217309	-	5310	17692	5244	22212	5614	31480	4955
YJL108C	10	217705	218856	-	1152	1019	416	1420	541	859	393
YJL107C	10	218853	220016	-	1164	7785	1350	8826	2237	2844	1548
YJL106W	10	221390	223327	+	1938	911	1184	616	833	679	748
YJL105W	10	225055	226737	+	1683	581	782	385	704	763	610
YJL104W	10	227327	227776	+	450	11746	8633	7549	7112	8674	5223
YJL103C	10	229025	230881	-	1857	2238	5460	2244	3584	4805	3060
YJL102W	10	231301	233760	+	2460	2766	8889	3345	5499	6184	4993
YJL101C	10	234320	236356	-	2037	11299	8993	12590	7478	14889	4722
YJL100W	10	237263	239086	+	1824	1843	7449	4217	4685	5369	3801
YJL099W	10	239414	241654	+	2241	2606	3744	2826	3385	3577	2421
YJL098W	10	242082	245258	+	3177	19219	10045	23926	10738	25238	8448
YJL097W	10	245591	246244	+	654	2264	3664	2634	3462	3453	2435
YJL096W	10	246490	246975	+	486	3186	4286	2703	4234	3655	2983
YJL095W	10	247255	251691	+	4437	1032	4637	2187	3030	7689	2341
YJL094C	10	251821	254442	-	2622	5206	3973	3187	2571	3517	2249
YJL093C	10	254737	256812	-	2076	4406	5822	3134	4372	5304	3772
YJL092W	10	257423	260947	+	3525	2028	7471	2369	4958	7750	4438
YJL091C	10	261080	262552	-	1473	2590	2707	1473	2203	2249	1689
YJL090C	10	262757	265051	-	2295	5243	3847	3635	3072	4557	2674
YJL089W	10	265926	268415	+	2490	3981	3953	1975	2649	3683	4545
YJL088W	10	268799	269815	+	1017	3099	2053	3747	1850	8035	2406
YJL087C	10	270002	272485	-	2484	6375	3046	4912	2805	6060	1985
YJL086C	10	272478	272846	-	369	14	12	5	4	16	17
YJL085W	10	272827	274698	+	1872	3248	4227	3780	3854	5496	3152
YJL084C	10	274862	278002	-	3141	1088	4143	2778	3740	10009	3130
YJL083W	10	278841	280655	+	1815	429	2057	959	1555	3736	1593
YJL082W	10	281185	283380	+	2196	9432	12344	6671	10040	11438	8151
YJL081C	10	283802	285271	-	1470	5971	8629	6986	7014	9788	6027
YJL080C	10	285558	289226	-	3669	6563	16306	13206	12528	24180	8776
YJL079C	10	289875	290774	-	900	1876	2457	2093	2617	6144	1922
YJL078C	10	291336	293981	-	2646	610	1080	728	679	3837	830
YJL077W-B	10	294047	294145	+	99	1388	883	916	661	1014	488
YJL077C	10	294666	295061	-	396	81	171	72	93	103	104
YJL077W-A	10	294799	294885	+	87	3324	3177	2483	2641	3191	2559
YJL076W	10	295245	298814	+	3570	6499	20669	16441	14960	22851	13649
YJL075C	10	298460	298876	-	417	2	14	15	6	14	4
YJL074C	10	299157	302849	-	3693	13008	7981	7702	8055	18336	4948
YJL073W	10	303181	305118	+	1938	1258	2384	2169	2200	3417	1353
YJL072C	10	305221	305862	-	642	3505	2897	2729	2535	3524	2268
YJL071W	10	306132	307856	+	1725	2850	2547	2895	2308	3730	1955
YJL070C	10	307971	310637	-	2667	1162	4246	1148	3764	3955	3245
YJL069C	10	310922	312706	-	1785	5903	2638	10806	4844	11679	4493
YJL068C	10	313016	313915	-	900	4339	11481	4451	9506	7790	8229
YJL067W	10	314084	314434	+	351	35	48	20	41	34	70
YJL066C	10	314114	314872	-	759	1423	7942	1602	6792	4593	4594
YJL065C	10	315054	315557	-	504	462	3029	1435	2366	1692	2444
YJL064W	10	315175	315570	+	396	58	72	22	54	22	30
YJL063C	10	315759	316475	-	717	3387	7286	4417	6302	5687	4805
YJL062W-A	10	316723	316980	+	258	3641	7152	2752	6752	3590	5574
YJL062W	10	317284	319776	+	2493	615	1335	1058	917	2766	885
YJL061W	10	320016	322157	+	2142	7978	5132	5639	4365	8254	3655
YJL060W	10	323386	324720	+	1335	5240	5036	8940	4865	10310	3139
YJL059W	10	324964	326190	+	1227	296	852	256	842	695	655
YJL058C	10	326242	327873	-	1632	2193	1321	1938	1685	2568	1297
YJL057C	10	328118	330121	-	2004	4602	8287	1934	6535	4712	5713
YJL056C	10	330431	333073	-	2643	597	1039	727	614	3110	454
YJL055W	10	333357	334094	+	738	15697	22601	12127	18610	17889	15593
YJL054W	10	334265	335701	+	1437	9986	7472	7342	5710	9870	4465
YJL053W	10	335898	337037	+	1140	2319	3592	1557	2384	3097	2125
YJL052C-A	10	337884	338003	-	120	1	1	0	1	1	0
YJL052W	10	338271	339269	+	999	12912	101267	30247	75282	47787	70800
YJL051W	10	339787	342255	+	2469	383	1549	775	1112	1849	1172
YJL050W	10	342522	345743	+	3222	34281	8257	31020	9230	33361	8271
YJL049W	10	345973	347325	+	1353	4636	4903	3807	3638	5099	3024
YJL048C	10	347447	348637	-	1191	35071	41350	21400	23800	22892	20789
YJL047C-A	10	349044	349178	-	135	84	115	54	106	52	73
YJL047C	10	349580	352108	-	2529	2338	4589	3302	3284	5730	3194
YJL046W	10	352386	353615	+	1230	4340	3768	2797	2721	4316	2241
YJL045W	10	356024	357928	+	1905	996	7531	3034	4715	5955	5495
YJL044C	10	358300	359676	-	1377	1710	6203	4384	4544	6462	4085
YJL043W	10	360130	360903	+	774	32	56	42	54	117	47
YJL042W	10	361249	365445	+	4197	2076	14036	4598	9240	14443	7200
YJL041W	10	365784	368373	+	2590	3455	8295	4914	5554	11426	4680
YJL039C	10	368748	373799	-	5052	15947	15234	13989	11317	18617	9220
YJL038C	10	375115	375774	-	660	186	157	168	140	156	123
YJL037W	10	376662	377336	+	675	493	1329	661	1432	974	1220
YJL036W	10	378825	380096	+	1272	3501	7613	2590	5307	4168	4663
YJL035C	10	380249	381001	-	753	1637	992	1591	1463	1434	938
YJL034W	10	381327	383375	+	2049	8096	22084	12065	15801	13379	9904
YJL033W	10	383837	386149	+	2313	19611	4800	24127	6815	21601	5752
YJL032W	10	386348	386662	+	315	8	1	23	7	18	10
YJL031C	10	386368	387438	-	1071	4113	5509	3309	3932	3989	3243
YJL030W	10	387657	388247	+	591	3289	3615	2894	2980	3877	2726
YJL029C	10	388385	390853	-	2469	2825	7330	4216	5444	7126	4945
YJL028W	10	391311	391646	+	336	56	249	65	185	120	177
YJL027C	10	391833	392249	-	417	23	44	37	42	34	46
YJL026W	10	392404	393603	+	1200	27260	35196	26794	29697	34844	27494
YJL026C-A	10	393066	393287	-	222	11	2	2	12	11	13
YJL025W	10	393967	395511	+	1545	681	897	2491	1575	3078	1446
YJL024C	10	395931	396592	-	662	3836	3160	2923	2530	3925	2336
YJL023C	10	397355	398398	-	1044	2942	3023	1935	2349	2719	2166
YJL022W	10	398109	398417	+	309	46	59	23	48	51	55
YJL020C	10	398937	402410	-	3474	2254	9414	2928	4823	13286	4534
YJL020W-A	10	400981	401238	+	258	0	2	2	5	6	0
